Country Code,RMSE
AFG,2.6828382411411233
AGO,1.1413496153965752
ALB,2.0373560453861943
ARE,1.0498327291994776
ARG,0.9076326823846383
ARM,3.8275034245049135
AUS,0.29738524395912913
AZE,2.223694232856796
BDI,0.8614294046058261
BEL,0.008420829112245
BEN,2.5243765150931647
BFA,2.0135935542270467
BGD,0.8238934814529474
BGR,0.43986052202133513
BHR,1.0908927838212643
BHS,0.40406821429929646
BIH,2.8067141423530875
BLR,0.15017368381537757
BOL,1.872595189251183
BRA,1.0767960311538263
BRN,0.6760655159272997
BTN,2.06968122596956
BWA,0.642849225058305
CAF,2.594938942027844
CAN,0.6053796369044685
CHE,0.9271762169598405
CHL,1.8276253065667982
CHN,5.874266115772634
CMR,1.8587798474933144
COD,0.8568369050568535
COG,1.1536712455437257
COL,0.2291883011074307
COM,3.494476458898955
CPV,1.786050179495126
CRI,2.8660316281668705
CUB,2.0010252738164906
CYP,2.945637080907539
CZE,0.6385846886559527
DEU,0.579042813623323
DJI,1.4760522658070265
DMA,0.21554012312721585
DNK,0.04585889492335079
DOM,2.996801403994458
DZA,0.07934039014572757
ECU,3.381949855297444
EGY,4.850131007093901
ERI,1.9950320408040756
ESP,0.4854956220837467
EST,0.6950322099153429
ETH,0.16921199169376247
FIN,0.7243472720346978
FJI,0.9881958435652364
FRA,0.8279177218940894
GAB,0.2039317136383124
GBR,1.2580391512775917
GEO,1.3909709124147576
GHA,0.6573446501117458
GIN,2.7401265906195333
GMB,1.4130483591288419
GNB,3.4485424199582906
GNQ,0.7336966733722853
GRC,1.064543507449596
GRD,1.4920277076317807
GTM,2.088923626588809
HND,0.8463405397958206
HRV,0.6773409084866449
HTI,0.38038533977721667
HUN,0.8960545276782548
IDN,1.6062268465136451
IND,0.10287422099899522
IRL,0.214566987419522
IRN,0.2846670306301529
IRQ,1.7957198665303962
ISL,0.5052975771450215
ISR,0.24561173592432023
ITA,0.5562088324896733
JAM,2.516436175998489
JOR,1.382547494865337
JPN,0.49015693699895224
KAZ,3.559080761878448
KEN,1.211391754104884
KHM,0.8720744166907299
KIR,0.2861359109499635
KOR,1.4626793391853192
LAO,1.6582751270230698
LBN,1.782782700758441
LBR,1.7780788582069726
LBY,0.8517373519209707
LKA,2.9472602198239546
LSO,2.6217605396069126
LTU,0.9770484931956537
LUX,0.7954425674279065
LVA,1.1123797475899186
MAR,1.0974808524057489
MDA,1.8751902280303039
MDG,0.49951969321038164
MEX,0.5458410020082534
MKD,3.2255983636051044
MLI,0.22672186655097196
MMR,2.916723867311831
MNE,2.655835670884066
MNG,3.4211149957644156
MOZ,2.5019702106261215
MRT,0.5005377906072239
MUS,5.2820613137307
MWI,2.109675206435631
MYS,0.5878627853203735
NER,2.9569402399514146
NGA,0.1802982863615616
NIC,2.6514958631522094
NLD,2.22939878081092
NOR,1.4947678048880626
NPL,1.901903136384361
NZL,0.6493298390088927
OMN,4.356142744381023
PAK,2.9605263239542103
PAN,1.613467733547325
PER,1.5217826524212212
PHL,3.1230907947855964
PNG,2.5179122253375885
POL,2.3728871811357535
PRT,1.3115345152472841
PRY,2.654428095577373
PSE,1.2872141250560367
QAT,0.11657196410464031
ROU,1.8266701426409522
RUS,0.6745657907210207
RWA,4.734987728872644
SAU,0.9023762209081294
SDN,3.501938000437985
SEN,1.786894659181781
SLB,0.8287216807716571
SLE,1.9822081368618518
SLV,1.0624315814263612
SOM,0.5584645125107272
SSD,1.759429093621103
STP,1.7223209115354225
SUR,3.7879379015499914
SVK,2.5969706654654776
SVN,0.5357487947143722
SWE,1.0649862363020144
SWZ,3.078064898949179
SYR,5.563976974192334
TCD,2.867437627491477
TGO,1.693768961170348
THA,0.6422664674613383
TKM,1.6566251158532979
TLS,2.1941399016156358
TTO,4.592583435869443
TUN,2.1625103196818314
TUR,0.19111253573404433
TZA,0.8532498701422008
UGA,0.7479922523771999
UKR,2.472422363639885
URY,0.5060456377620265
USA,0.41790526489558794
UZB,4.847680441272396
VCT,0.04040434460502691
VEN,2.1786003520248545
VNM,0.17842318449627653
VUT,3.417874039728579
YEM,1.7767207425088556
ZAF,0.2316402102791819
ZMB,1.102410329371748
ZWE,5.562154634241136
