Country Code,RMSE
AFG,1.03227034811358
AGO,0.4900180493176289
ALB,3.917319494476749
ARE,1.3379189500710456
ARG,0.33438833948804103
ARM,2.4497746129000033
AUS,0.7329479797474077
AZE,0.5814159384385118
BDI,0.13766494848639146
BEL,0.018311469050972667
BEN,1.4778317291310514
BFA,0.3839911329520556
BGD,0.43207383577973474
BGR,0.18040397034882882
BHR,0.5784071045243444
BHS,0.5548862535353912
BIH,0.7694973965914269
BLR,0.7286087334218395
BOL,0.25191006094830326
BRA,0.4951674624607166
BRN,0.49930111597667115
BTN,0.29110791479374853
BWA,1.6812462481730859
CAF,1.0198391787224974
CAN,0.5693410742292215
CHE,1.405871053301442
CHL,1.0814752738950322
CHN,4.597867649136704
CMR,0.06105191489667761
COD,0.7772148434134778
COG,0.24035762617478593
COL,0.7451903901884509
COM,2.0232956365414445
CPV,0.12312576497554065
CRI,4.090818649729503
CUB,1.269699616522535
CYP,3.1642633039614463
CZE,1.117874358449337
DEU,0.9784852474221829
DJI,1.1699600818036981
DMA,0.5965929395393089
DNK,0.38097600648625074
DOM,4.182374969557773
DZA,1.5926070827482073
ECU,2.020572998568641
EGY,3.62841846369339
ERI,0.08221424141479812
ESP,0.22912794739294232
EST,1.2669928831494333
ETH,1.0254155239547866
FIN,0.5876860990881965
FJI,0.4710997599397003
FRA,0.5005569414498133
GAB,0.5312837967673866
GBR,0.9750368477345029
GEO,0.23706046158490124
GHA,0.49468611652261857
GIN,1.1182437051844474
GMB,0.9567015129313611
GNB,1.5497056151705229
GNQ,2.4991076103585375
GRC,0.885042057301599
GRD,2.351621164367437
GTM,0.3152833606019142
HND,1.0127950069975418
HRV,1.2679160230276767
HTI,1.9263630087737726
HUN,0.28579712389822803
IDN,0.4130128101443139
IND,1.0442638024919888
IRL,0.8413556729729676
IRN,0.6679226636851243
IRQ,1.02859957436335
ISL,0.6343315070921041
ISR,0.4369091653763151
ITA,0.13575274125068132
JAM,0.8419335381739627
JOR,1.8575427811044216
JPN,0.7712141792284098
KAZ,2.0001452439353953
KEN,0.15385212227386624
KHM,0.40284617042794424
KIR,0.9961874935271319
KOR,1.6657246300670572
LAO,0.29456952039347944
LBN,0.7555449087932632
LBR,0.15875971570192554
LBY,0.1201516537964896
LKA,2.0514282522866947
LSO,1.3377994476975985
LTU,1.450487166593664
LUX,0.6740130237329095
LVA,1.7006266865116915
MAR,0.5804667940082884
MDA,2.7294840767563335
MDG,1.3676551303600955
MEX,0.414145154915765
MKD,1.6534241972872041
MLI,1.677617619691032
MMR,1.4695241122613487
MNE,1.0249236081508757
MNG,1.9875997353307564
MOZ,1.0860733822486275
MRT,1.9449874393529252
MUS,3.461454115506968
MWI,1.4074372381654934
MYS,1.8332992442491858
NER,1.870988823295549
NGA,1.7069884091982328
NIC,1.082786636164467
NLD,1.8467094367227483
NOR,1.320745537750227
NPL,0.6963508434060778
NZL,1.0559467976518797
OMN,6.012415540534008
PAK,1.7008883587675443
PAN,0.15051548290209696
PER,0.5654039702908119
PHL,1.3558024892255967
PNG,2.0784761321167426
POL,3.1001570842551445
PRT,1.089919060405071
PRY,1.0791821488846427
PSE,0.25629756593304076
QAT,0.29693908768695976
ROU,2.4466944642516113
RUS,0.8454000164463582
RWA,2.5322441542791547
SAU,0.3612720988946722
SDN,1.7821453610232663
SEN,0.10851171003163734
SLB,0.15409440343409647
SLE,0.39071315017026603
SLV,2.8975270710918934
SOM,1.9915942153695687
SSD,0.5420361533732712
STP,2.877761169367034
SUR,2.4804587405811525
SVK,3.432506414195611
SVN,1.1721406725754104
SWE,0.6292020030942567
SWZ,2.4992933966790294
SYR,5.204583452259755
TCD,1.5528073239569717
TGO,0.7196789841268146
THA,1.5720464491917936
TKM,0.4831350824617659
TLS,0.6865676922663864
TTO,3.3739343662207233
TUN,0.7337316795829436
TUR,1.2072984791505146
TZA,0.45977935261524955
UGA,0.1750376481934892
UKR,1.480012418660333
URY,0.0656559505820631
USA,0.251272955746155
UZB,3.220349516307937
VCT,0.2630101585549139
VEN,1.5102444934301904
VNM,1.93170461424539
VUT,2.2604304052273987
YEM,0.3064917505089497
ZAF,1.0607813978713048
ZMB,0.44536263868447373
ZWE,4.82009757177019
