Country Code,RMSE
AFG,2.627466406953746
AGO,0.4155705058056377
ALB,2.1165240588279417
ARE,0.8271360848772531
ARG,0.8163389835027184
ARM,3.7933459439795625
AUS,1.4280678011327583
AZE,1.9394229676584176
BDI,1.0325378255649331
BEL,0.15681690329148779
BEN,2.829672939332899
BFA,1.8827844907123608
BGD,1.223628618616924
BGR,0.7836120558509958
BHR,1.1229326143182006
BHS,1.0976692387045528
BIH,2.1195426680093123
BLR,0.11850756343740519
BOL,1.5979946881291933
BRA,0.8025047600619836
BRN,0.33954762170410635
BTN,0.46021617509082274
BWA,0.5126828539455055
CAF,2.7949420106320177
CAN,0.9744188319954828
CHE,2.134800156354953
CHL,1.5861518567887856
CHN,2.7117001561617813
CMR,1.3143947848256392
COD,1.0556279499954566
COG,0.6944389085231084
COL,0.25412668853843856
COM,3.160612040646259
CPV,1.5766899597598678
CRI,2.540526094401222
CUB,1.6830419290916885
CYP,4.197469346897707
CZE,1.763248192217822
DEU,1.5760483288822047
DJI,1.3522323290370015
DMA,2.0099969693119104
DNK,1.0051345652436587
DOM,2.699040807696829
DZA,0.05644579817704431
ECU,3.3197638918981127
EGY,4.809121309905745
ERI,2.059721459370203
ESP,0.07463183753546239
EST,2.0844533458802323
ETH,0.30967880438493356
FIN,1.2590907344853572
FJI,0.41254126883082454
FRA,0.1885348219424021
GAB,0.08093449779845073
GBR,0.5607030076969896
GEO,1.1111687173567326
GHA,0.6829824190522074
GIN,2.9331382833780273
GMB,0.8527880961537112
GNB,3.1206991307107046
GNQ,0.7275504128958883
GRC,0.461045043076093
GRD,3.7412957739895365
GTM,1.5315588324021319
HND,0.15015815099842464
HRV,2.1536816215499224
HTI,0.3599208484397388
HUN,0.5069859344908678
IDN,1.9522417361421185
IND,1.9619269090973046
IRL,1.8430176548740382
IRN,0.6000692259153442
IRQ,1.5553706469960433
ISL,0.9552657464062235
ISR,0.8063765135740893
ITA,0.8684697942789948
JAM,2.163694616983527
JOR,1.199474729281553
JPN,1.533964486725408
KAZ,3.070215422045841
KEN,1.4601209117197473
KHM,0.8124480445693519
KIR,0.26029763129318484
KOR,2.618296578292332
LAO,1.787476847031162
LBN,1.762620093304555
LBR,1.1729204391481511
LBY,0.8328294467721524
LKA,2.716470756617857
LSO,2.5296990574034006
LTU,2.388950227793242
LUX,0.0647213158825852
LVA,2.5367402691254206
MAR,0.47396122386689
MDA,4.498309873176964
MDG,0.6552005866398204
MEX,0.338513778880949
MKD,2.900461559213548
MLI,0.856088275515148
MMR,3.101245624494325
MNE,3.103592695841266
MNG,3.1576476268567477
MOZ,2.5645335214867924
MRT,0.23462702756389156
MUS,4.963116334293788
MWI,2.1737421315008962
MYS,0.18946258327794163
NER,3.0930532069374204
NGA,0.4712614089362138
NIC,2.1563370321151436
NLD,0.8133138631531924
NOR,0.5775346663645317
NPL,2.2745558384786246
NZL,1.7086467192479584
OMN,4.7825123416347335
PAK,3.4634461132106833
PAN,1.3536369942301554
PER,1.5307833158522777
PHL,2.817070205657091
PNG,2.3109430844057437
POL,4.092508722014357
PRT,0.09333124364618164
PRY,2.278720101019117
PSE,1.2291709310849845
QAT,0.16542455244964202
ROU,3.8166428244894792
RUS,1.6094624733558838
RWA,4.554006397701325
SAU,0.7287452185116842
SDN,3.70033337198232
SEN,1.4369262441526676
SLB,1.1220286788448157
SLE,1.9072413182989068
SLV,1.3465636672017205
SOM,0.5667463003762588
SSD,1.9104691188626561
STP,1.093852810152262
SUR,3.3902458925992436
SVK,4.548902119345695
SVN,2.547357851619084
SWE,0.07934982354641729
SWZ,2.9117686579687234
SYR,5.385952018073644
TCD,3.025761164350519
TGO,1.662275998269544
THA,0.8183125154533305
TKM,1.3522909117650375
TLS,2.4607697813848572
TTO,4.656780407149134
TUN,1.5647254504880068
TUR,0.15925151472110413
TZA,0.9203912935435293
UGA,1.000080430959104
UKR,2.116380013217067
URY,0.42911652485372637
USA,0.14347740426683156
UZB,5.324950775899702
VCT,1.583525852616014
VEN,2.1492050543557872
VNM,0.23930776252189245
VUT,2.8627148784341947
YEM,1.3525586217454553
ZAF,0.12259290046838717
ZMB,0.48296976557526905
ZWE,5.2638584518729425
